0	0
0	1
0	2
1	1
1	10400
1	3852
1	4021
1	9633
1	10383
1	10407
1	10411
1	2916
1	10399
1	10398
1	3910
1	10410
1	10397
1	3316
1	10386
1	10391
1	2795
1	10402
1	1921
1	10403
1	3817
1	10405
1	10389
1	9942
1	317
1	2
1	10387
1	3820
1	10415
1	10401
1	385
1	3305
1	10413
1	10388
1	3998
1	10406
1	4007
1	3520
1	10414
1	10412
1	3740
1	3889
1	10404
1	10393
1	10385
1	4084
1	10394
1	10384
1	10395
1	39
1	754
1	10396
1	4128
1	1220
1	2964
2	4901
2	129
2	12304
2	12307
2	12320
2	12315
2	12338
2	6649
2	12328
2	12321
2	12333
2	12313
2	12341
2	12308
2	12336
2	12330
2	12323
2	11412
2	12344
2	12303
2	12337
2	2081
2	12332
2	5166
2	12343
2	12331
2	4444
2	12306
2	4925
2	1404
2	12314
2	12305
2	12334
2	11490
2	1270
2	11700
2	12316
2	12339
2	11647
2	322
2	12340
2	12317
2	12302
2	12327
2	1
2	83
2	12319
2	12324
2	5297
2	12318
2	12311
2	10989
2	12335
3	344
3	746
3	1189
3	80
3	1174
3	81
3	1019
3	1147
3	1137
3	1163
3	1180
3	1165
3	1134
3	1148
3	1178
3	529
3	1183
3	1190
3	1135
3	1145
3	1152
3	1188
3	1186
3	1177
3	1155
3	1195
3	1140
3	1161
3	1187
3	1150
3	1139
3	8
3	358
3	1173
3	1136
3	1133
3	1184
3	1149
3	1207
3	1199
3	1167
3	1197
3	1203
3	1193
3	251
3	1157
3	1204
3	1158
3	986
3	1182
3	1206
3	759
3	1175
3	1156
3	1141
3	1006
3	1202
3	1181
3	1142
3	1192
3	1208
3	1171
3	1151
3	1160
3	1005
3	1205
3	1170
3	1209
3	1185
3	2
3	1191
3	1196
3	1169
3	1138
4	8888
4	8887
4	8885
4	8894
4	8890
4	5223
4	108
4	8882
4	8892
4	8883
4	8886
4	8893
4	4399
4	8891
4	2
5	18233
5	18287
5	18268
5	1676
5	2116
5	18137
5	18209
5	18179
5	18237
5	714
5	18262
5	779
5	18199
5	18178
5	18334
5	11766
5	18189
5	18264
5	18327
5	18295
5	2456
5	18296
5	18302
5	18158
5	668
5	4927
5	18185
5	462
5	18171
5	18190
5	18316
5	18172
5	2434
5	1689
5	18336
5	484
5	18321
5	18247
5	18135
5	463
5	18304
5	18244
5	18232
5	18337
5	18214
5	774
5	18259
5	18257
5	18127
5	2326
5	17869
5	18211
5	18177
5	18138
5	629
5	17642
5	18157
5	17863
5	18152
5	535
5	18293
5	18250
5	18335
5	652
5	1702
5	18284
5	2207
5	1666
5	18319
5	7282
5	18269
5	18297
5	2186
5	18155
5	18147
5	18286
5	5117
5	18195
5	18329
5	18139
5	17862
5	2118
5	15552
5	18277
5	18180
5	7273
5	18290
5	18132
5	18200
5	18255
5	442
5	18204
5	18225
5	18300
5	18303
5	18207
5	18274
5	18306
5	18271
5	18133
5	8153
5	18164
5	18318
5	2311
5	18226
5	2306
5	657
5	4923
5	653
5	18168
5	18299
5	18301
5	526
5	18310
5	17867
5	1952
5	8154
5	1687
5	10965
5	18186
5	18263
5	18219
5	18216
5	2165
5	13554
5	512
5	18229
5	18148
5	18298
5	17865
5	566
5	18078
5	769
5	18212
5	17620
5	18192
5	18134
5	673
5	18224
5	18272
5	1680
5	18123
5	18227
5	786
5	18213
5	18315
5	17864
5	813
5	529
5	18170
5	7271
5	18311
5	18054
5	18184
5	5944
5	18246
5	18154
5	4783
5	18261
5	18144
5	18243
5	555
5	17648
5	18331
5	18328
5	18222
5	18197
5	18194
5	18217
5	18221
5	688
5	18220
5	18193
5	18313
5	18236
5	4787
5	18270
5	1715
5	1692
5	717
5	595
5	18131
5	18285
5	12526
5	2203
5	17924
5	18203
5	18198
5	17909
5	18282
5	2317
5	18146
5	18248
5	2313
5	805
5	18326
5	18142
5	18228
5	18294
5	17853
5	50
5	18267
5	18320
5	18140
5	633
5	18143
5	17622
5	17866
5	486
5	18240
5	2299
5	644
5	18151
5	1697
5	18322
5	7281
5	18317
5	18173
5	7259
5	18252
5	785
5	17986
5	18136
5	646
5	18141
5	741
5	2312
5	18292
5	18162
5	770
5	782
5	795
5	18125
5	17661
5	1675
5	18215
5	18258
5	773
5	2295
5	5958
5	12532
5	1671
5	18145
5	18312
5	750
5	2486
5	18175
5	18167
5	18278
5	487
5	15699
5	658
