2	245
2	371
10	9486
10	11219
13	4576
13	3828
29	12165
29	2156
33	5375
33	7877
37	5943
37	3039
38	7602
38	8488
38	6361
38	8491
45	8717
45	49
51	2673
51	5858
51	6678
62	14958
62	327
62	10416
65	3298
65	15764
65	2777
65	3466
69	9091
69	6901
70	949
70	178
70	14438
74	2886
74	5761
74	10997
76	12792
76	2831
76	14852
76	6840
76	12592
76	7135
76	4937
76	7112
76	9922
76	8313
83	6509
83	6506
83	11421
83	1146
85	15655
85	10182
94	5607
94	445
94	12385
94	4587
94	5604
94	13196
94	6514
97	15463
97	3346
97	13495
103	12274
103	3569
104	2243
104	12993
109	562
109	158
110	11615
110	12047
110	9891
134	9901
134	11764
135	2445
135	12078
135	2440
135	10081
135	340
137	1236
137	8977
140	7993
140	241
147	155
147	3013
150	2854
150	9781
153	8733
153	8374
153	9827
153	7763
156	10316
156	10867
156	4139
156	10881
156	15768
156	11967
163	14391
163	1877
165	103
165	4659
182	12517
182	12937
182	6837
194	127
194	693
194	3890
195	1219
195	16041
206	8633
206	3166
206	11028
280	8138
280	3524
280	14572
280	1545
281	7796
281	15928
282	15928
282	1444
282	4592
300	6290
300	6025
304	13429
304	5812
304	9223
304	13391
304	7767
323	161
323	16258
340	8358
340	11638
417	2740
417	289
451	5730
451	10807
452	8854
452	7132
467	2600
467	15046
467	13965
467	16008
467	14839
485	1047
485	13858
485	8392
538	9080
538	649
550	10388
550	12995
562	7275
562	5268
563	4757
563	7039
563	4748
571	5600
571	5911
581	9192
581	6780
604	1212
604	265
606	14576
606	3773
606	4290
630	1328
630	16655
640	8647
640	14212
640	14525
640	2021
640	12572
652	2520
652	5702
675	12926
675	664
692	8480
692	1302
696	446
696	8776
700	2469
700	1652
700	1897
704	5512
704	5351
704	5508
704	5711
704	5653
719	1522
719	5052
752	1374
752	3366
760	5867
760	408
760	7031
760	2364
781	3754
781	2071
781	405
791	13982
791	6587
832	12068
832	4378
832	10538
846	6686
846	1994
846	4521
865	13976
865	506
866	16070
866	4708
866	5949
866	16121
866	1184
892	7449
892	8998
902	14497
902	14355
913	16185
913	8799
922	4256
922	11105
922	4272
1012	3288
1012	3601
1054	8583
1054	4089
1187	7307
1187	597
1201	15389
1201	12205
1218	4447
1218	5260
1241	878
1241	2216
1266	10255
1266	5056
1303	10520
1303	1394
1311	1893
1311	1909
1316	4973
1316	10038
1316	11110
1316	7711
1327	13432
1327	9822
1332	10964
1332	14267
1401	10275
1401	11476
1429	15707
1429	9082
1450	10535
1450	4120
1482	6034
1482	15811
1483	7288
1483	7290
1483	10375
1497	5523
1497	15749
1497	1224
1501	4943
1501	7419
1502	1723
1502	4827
1511	1441
1511	13941
1594	6239
1594	12153
1632	15739
1632	15547
1639	3471
1639	5034
1716	9500
1716	10068
1716	14425
1970	14503
1970	7516
2069	2621
2069	10007
2069	1302
2152	10168
2152	6393
2316	1565
2316	5819
2473	1978
2473	1781
2473	3576
2475	3025
2475	13724
2489	15511
2489	15509
2506	15560
2506	3547
2550	5984
2550	9662
2727	6279
2727	6227
2733	9506
2733	6717
2956	2479
2956	2898
3029	9701
3029	7066
3052	5788
3052	2938
3274	11512
3274	5075
3582	13631
3582	4618
3981	11780
3981	11826
3981	12964
3981	15773
3981	15843
4534	11307
4534	9017
4721	11708
4721	10645
5327	13602
5327	13791
5327	15564
