1741	1890	1
1273	4835	2
1649	2739	1
1095	3708	1
1545	244	1
1644	1876	12
1835	2354	1
284	5129	1
1240	965	2
544	5588	1
718	3479	1
496	2167	3
569	1701	1
440	463	1
1376	5234	1
1772	2615	1
2117	3634	1
1557	5239	1
1278	2759	1
1206	1441	4
301	4243	1
283	1120	1
2110	1086	2
307	926	2
1664	538	1
740	4972	4
2015	1051	1
1060	5205	1
625	1139	1
1240	3823	1
2056	1070	1
347	265	2
230	3850	1
1162	5426	1
256	851	1
1498	4858	1
1831	3599	1
1620	5001	1
1711	1071	1
1378	5290	1
2213	658	1
1575	3914	1
1847	234	3
524	4776	1
1613	2125	1
1389	55	1
916	4588	1
1629	5167	1
41	4008	1
1813	3261	1
1772	2323	1
1088	3458	2
2061	927	1
718	4919	2
1852	4999	3
1081	3457	1
1165	1883	2
1909	4215	1
1574	17	2
670	2170	1
1108	3697	1
345	2722	1
1492	4706	1
1574	4026	2
9	3971	2
2054	3667	1
247	1933	1
51	1392	2
310	135	1
458	1292	1
1578	2103	1
701	3170	2
336	1842	1
784	5401	1
209	1876	1
916	1077	1
898	2925	1
1358	3423	1
14	291	1
2314	995	1
2067	749	1
897	4221	1
1578	5337	1
1609	483	2
454	4064	1
312	4162	2
1196	5423	1
1390	4376	2
800	4678	1
1536	4156	1
1672	4434	2
741	1444	1
1386	5002	4
581	5521	1
1431	741	1
571	2352	1
601	264	1
609	947	1
1881	1974	1
922	3447	1
1000	3883	1
318	2650	1
762	2848	1
840	164	2
836	1960	1
1796	3018	1
1831	3489	1
1085	872	2
1221	2568	1
1083	1251	7
769	4674	1
994	3790	1
747	3862	1
597	130	2
210	1564	2
2285	1362	1
93	5073	2
1515	2113	1
603	1883	1
816	1500	1
1741	2615	1
1303	794	1
2053	3444	3
2132	2757	1
807	2899	1
1359	4966	1
1352	1928	1
1443	4140	1
380	4442	1
1954	4376	3
1582	2225	1
507	2089	2
1234	4371	3
2226	2540	1
333	927	1
2269	4657	1
166	4868	1
1801	3402	1
2178	4922	1
1826	3548	1
2123	4113	1
1407	4393	1
1954	4284	2
636	3971	1
1757	3170	1
1405	3602	1
63	378	1
254	2169	3
765	4847	7
1438	203	1
1817	3364	1
1775	3279	1
2134	1916	1
547	1587	1
2317	1809	1
2154	986	1
924	5335	1
632	868	1
1865	3970	1
839	4412	1
1376	369	1
1461	1550	1
1621	4922	1
538	4205	1
609	4437	1
1954	2011	1
1699	1441	2
966	440	1
1467	5101	21
50	1137	1
1197	652	1
1575	3031	1
277	4340	1
1585	2901	1
747	2597	3
1383	4008	2
439	1251	1
1649	4966	1
328	871	2
1424	4905	1
68	762	2
1441	3635	1
1850	4386	1
1486	1403	1
1211	1843	1
572	1246	2
1089	797	1
191	3852	7
1186	3046	2
2015	957	1
1121	914	2
723	5374	1
2212	3852	1
138	4742	1
1718	2189	1
481	3917	1
673	4188	1
2118	3970	2
481	1999	1
255	5545	1
2207	4022	1
1848	224	1
1432	821	1
1560	4957	2
2037	3765	1
2072	3506	1
1133	2339	2
1807	3675	1
1321	1337	1
1500	5053	1
1628	5137	3
1193	5541	89
2023	972	1
137	372	1
745	3103	1
76	3551	1
1389	3311	3
2057	670	3
513	3663	1
305	872	1
1721	4091	1
1152	240	2
2113	2901	2
1984	2322	1
2056	1117	1
2233	5503	1
1014	5415	1
224	522	2
1843	63	1
718	137	2
296	4242	1
1184	216	1
1599	2995	4
2122	1476	2
2135	1799	1
471	4283	1
2055	3330	1
1606	2879	1
963	922	1
1425	5352	1
562	2370	1
1143	4262	3
1434	1965	1
732	3541	1
817	3622	1
178	1017	2
1136	1366	1
432	642	1
1381	3065	2
2204	4896	4
230	4592	1
1574	673	1
1911	4748	1
375	3469	1
245	2073	4
838	3678	1
1868	5414	1
74	3788	1
1310	4585	1
2072	3793	1
2095	4957	1
1208	677	12
2134	496	1
1101	3731	70
270	224	1
1772	4341	1
1244	312	2
2052	4237	1
230	2323	1
1927	5403	1
202	2614	2
632	2556	1
2312	4986	2
267	1580	1
379	123	6
1043	3088	1
963	3017	1
296	4471	1
1296	2504	1
1962	1927	1
7	5193	1
843	3980	1
1683	3549	1
1732	266	1
501	2681	1
1645	982	1
274	5346	1
1310	4257	1
260	4733	1
1241	4465	1
469	5319	1
588	3766	1
1266	4529	1
170	5567	1
2246	3325	1
2230	1775	8
230	2286	1
720	3041	1
458	4329	2
1399	5235	2
296	4518	1
561	4300	1
10	231	33
622	179	1
1555	1488	1
1014	5268	1
722	2404	1
1640	820	1
364	4600	1
440	483	3
595	2284	1
330	2371	1
1440	3702	1
1769	5506	1
2055	2748	1
1329	1238	1
818	266	1
1126	1514	2
126	2691	2
307	1699	1
1035	178	1
785	5411	1
1362	4092	1
628	960	3
923	4111	1
1089	1264	4
1614	5222	1
1173	3479	1
2200	1699	2
1847	4162	1
1444	1919	1
1813	1827	10
1407	863	1
2133	3018	1
452	2507	1
1841	986	1
2285	3926	1
1389	2194	1
1912	2792	1
454	185	1
1841	1716	2
2280	3884	3
82	1772	1
468	4757	1
1946	588	2
972	3972	1
475	4340	2
1643	300	1
680	5361	1
1664	2952	9
414	5221	4
136	3837	1
1193	942	1
84	3857	8
753	369	1
2249	679	1
620	2120	1
1946	3976	1
343	1114	1
79	1305	2
397	5137	1
1471	1986	1
1900	5293	1
205	871	4
1367	5395	1
1330	4552	1
2206	1516	1
2126	5193	4
174	2614	7
689	206	1
657	894	4
602	5370	1
2052	3432	1
1389	646	1
147	2254	1
496	4020	6
511	4840	3
1979	3127	1
1055	767	1
1268	477	1
2271	1147	1
1960	919	1
273	2052	1
522	5120	1
1221	2511	1
2037	4393	5
1288	2330	1
1859	2190	2
298	123	1
1272	3684	5
957	3586	7
2226	3972	3
618	4624	1
481	5250	1
557	2080	1
144	3018	1
14	1652	1
2254	415	1
1504	1563	1
1150	3737	1
1052	1772	1
1343	1498	1
1675	1126	1
1093	3773	1
72	1186	2
116	5426	1
1979	1989	2
1927	2655	2
2294	1106	1
959	5137	1
1617	273	1
1134	3652	1
1440	1616	2
1250	1077	1
2157	5151	2
4	2188	2
1483	418	1
984	2695	1
1139	1251	1
302	5591	1
1641	4245	2
1241	4032	1
1089	3006	1
2015	2605	3
2055	795	2
890	312	1
31	1062	3
124	3032	1
2180	4961	2
1552	3014	1
250	4598	1
719	3490	1
1935	4858	1
313	3616	1
1873	3346	1
2043	2527	1
1940	1031	1
153	5120	1
1537	3684	2
63	2749	15
501	2043	1
1083	1439	1
68	5266	1
1156	927	4
618	1135	3
298	4345	1
1114	5582	1
1868	4062	1
595	5496	1
1552	4875	1
1772	2419	1
592	2874	1
176	1842	1
2009	3346	1
2216	1960	1
1994	752	1
2277	4153	1
595	1551	1
619	4188	1
1291	1825	1
736	1130	1
2116	2249	1
1997	2737	1
408	940	3
306	4363	2
1654	2919	1
507	4834	1
2152	1965	1
674	5197	2
1402	64	1
1725	134	2
37	3310	12
18	4143	1
198	1237	1
2289	2459	1
1305	4505	2
570	2449	1
738	5279	1
1352	5436	1
1495	5120	2
840	2113	3
2310	4317	1
1386	281	1
747	38	1
890	3838	1
807	1722	1
679	1628	3
985	2560	1
496	5362	2
1399	2030	1
317	231	1
1029	4249	1
1921	2796	1
714	4733	2
2096	1799	1
1688	2204	1
257	1767	4
727	1747	1
1709	4949	1
79	4742	1
106	1818	2
2248	362	1
569	2182	1
2317	2376	1
688	2096	8
2145	2872	2
2100	5162	7
935	2129	14
647	5054	1
2114	38	1
1595	380	1
961	2519	1
954	1116	1
1331	218	1
1965	4518	1
1817	758	1
255	49	2
1512	2857	3
466	90	1
925	38	12
1455	2299	1
1443	3862	2
1512	5393	11
1050	357	1
2004	4221	1
1562	5055	1
2204	2348	1
1575	966	1
1980	2250	2
644	3424	1
1063	1086	1
2138	4957	5
440	3707	1
1949	4570	1
2263	3339	13
1675	3634	1
39	2795	4
282	3147	1
22	2238	1
481	923	1
1433	62	1
214	123	1
414	4419	1
1650	3679	1
2246	4870	1
2134	2614	1
2050	1175	1
805	798	1
1985	1043	1
2302	4828	1
1348	5101	1
952	3549	4
939	2594	2
487	3881	1
751	3126	1
1767	1939	1
404	5129	1
743	2065	1
1379	4221	1
481	5173	1
1883	236	1
1858	894	1
1670	2120	1
1261	4575	4
2296	4116	1
78	3076	1
336	2157	1
475	5532	1
2255	362	1
1058	872	1
707	2614	1
1390	3070	1
665	4659	1
1317	5455	1
905	4270	4
1596	3122	1
1181	4721	1
954	2131	1
1309	4501	1
569	1466	1
379	3658	1
1919	2083	1
783	483	2
1848	3315	5
241	5153	1
1536	2554	1
1091	5591	1
1640	248	1
1692	65	1
1755	1734	3
466	4238	3
840	1145	1
1882	3768	8
745	2614	1
1980	913	1
313	1096	1
259	4733	1
209	4767	1
1474	896	2
747	5101	4
270	5287	1
1324	586	1
1710	1184	4
554	2944	1
1772	2176	2
37	2386	1
81	1515	1
834	936	1
2041	4437	2
649	4578	1
2256	3542	3
580	5258	1
1126	3947	1
539	2536	1
1119	38	4
466	5006	1
169	966	1
1276	5433	3
1183	2044	1
2212	4505	13
337	73	1
2124	1962	1
1419	3041	1
1471	4514	1
866	4210	2
781	2414	1
2067	5324	4
1216	3714	3
1847	3970	4
1585	622	1
592	1950	1
609	1478	1
1838	4340	1
1733	2342	1
837	1800	1
1903	1694	1
1302	2469	1
1674	955	1
2256	5137	1
1817	2642	1
431	894	2
463	5591	1
486	2762	1
834	1672	1
2271	5345	2
2181	258	5
1949	3993	1
191	5489	2
294	5137	6
1308	3439	1
927	4540	1
2118	4205	1
233	3972	1
1837	2299	1
1287	3866	1
607	730	5
1117	1677	1
318	3323	1
255	4834	1
798	3860	1
37	1079	1
498	4615	1
271	2618	1
1771	5387	2
13	1352	8
620	524	2
1188	1589	1
939	2408	2
1464	1799	1
1853	259	2
282	1363	1
1152	2561	1
359	4606	1
12	927	1
1086	2299	1
1620	5506	2
1847	3499	2
236	4505	1
1847	2540	1
1545	3861	1
749	1934	1
1637	3548	7
1109	5249	1
2207	2280	1
595	640	1
309	3318	1
1011	961	2
742	305	1
114	2683	1
1287	1608	1
1532	5258	1
1599	1330	1
816	2307	1
1383	2723	1
2273	4863	1
963	2465	1
1310	4945	2
1134	2280	1
784	4662	1
785	2740	1
162	4505	1
1451	1005	1
770	1251	4
481	2057	1
1552	800	3
2236	1962	1
769	3624	1
704	264	1
337	5447	1
2059	4951	1
1426	1559	1
1848	1775	3
1504	331	2
1561	2907	1
819	4706	2
247	5120	1
1739	4229	6
39	4915	4
1825	4261	1
1397	5381	1
726	93	1
540	4053	9
1444	5166	9
230	4008	1
1331	3831	1
985	2148	1
394	2063	2
1388	2517	6
402	1606	3
590	5057	1
2001	5146	1
93	4799	1
345	4247	1
1753	2120	1
1512	2149	1
1319	4487	1
646	1194	1
1737	4742	1
1393	2614	6
2312	3435	3
1199	3093	1
1743	2679	1
1345	5591	1
668	2786	2
414	4505	3
336	2315	1
1117	4742	1
1036	4546	1
664	4924	2
178	2021	1
628	4270	1
771	1818	1
1575	898	2
1043	4133	1
495	2247	1
1950	4620	1
239	3862	1
804	4357	1
2155	224	3
74	3207	1
93	1592	1
1851	1027	1
1946	1770	1
2242	2522	1
2299	74	1
333	280	1
718	951	2
58	3937	1
1083	2722	21
372	2827	2
2111	4776	2
2249	4002	1
1629	3178	2
1354	2970	1
1340	2933	3
536	3222	1
659	3110	1
1050	3745	1
1504	5347	1
1083	23	4
1477	4385	1
2004	4786	1
868	5583	1
1882	1889	1
1892	25	1
1915	5158	2
1043	1536	1
153	1591	1
1387	4228	1
1553	5501	1
173	5137	2
5	1285	1
526	3597	1
1176	266	1
769	38	3
960	5335	1
1779	2014	1
2210	1818	1
1444	3197	1
1255	703	1
283	5014	1
269	1500	2
965	4223	1
423	611	1
1727	2556	1
343	1998	2
284	1352	1
1704	3637	3
643	3249	1
1515	2827	1
1980	1068	1
2235	2720	4
1063	3006	1
2059	3033	1
78	1900	1
911	5337	45
1806	35	1
1536	1003	1
2173	307	1
1431	572	1
607	5335	1
905	1060	1
1032	1677	1
468	23	2
792	1752	1
901	1857	2
723	1462	1
1683	2403	1
2240	1644	1
1950	415	3
564	1234	1
1186	3033	1
268	5192	1
1912	1238	1
245	2938	2
169	4922	1
1022	4613	1
1238	1503	2
1288	1500	1
165	3884	1
650	4198	1
2009	721	1
1541	3735	1
330	641	1
1086	1450	1
501	3288	1
893	2030	1
1789	4505	5
1621	3200	1
1152	3951	12
977	5137	1
1275	4660	1
2213	1631	1
2239	38	5
1656	1572	1
1280	4783	1
1221	2665	1
2287	5591	1
265	1274	1
356	2814	1
1599	5273	5
1266	4673	1
1463	2115	2
1405	1536	11
1534	3236	1
593	5205	1
651	3914	1
2048	476	1
1498	179	2
1427	885	1
1789	4868	3
1459	3861	2
515	981	1
732	3574	1
421	1094	1
336	5301	1
2125	3015	1
2041	1236	1
710	2119	1
661	871	1
1471	3115	1
1675	2909	1
1049	2748	1
312	214	7
107	5190	1
277	872	1
2066	67	1
1393	1079	1
1316	185	1
2072	1409	1
540	2585	1
1034	403	1
955	288	1
1970	732	3
277	1945	1
1921	5324	2
144	646	1
853	2865	1
2185	153	6
1496	3705	1
123	898	1
821	2813	1
273	3769	2
477	2342	1
536	38	15
2283	3667	1
808	2113	2
1892	3066	1
2080	2236	2
2235	513	1
660	4340	1
976	5426	2
1264	4800	1
907	4168	1
463	640	1
160	2299	1
341	3972	1
158	3688	2
776	3972	1
1805	3918	1
1083	571	3
1632	4779	1
1850	1835	1
1247	1396	1
2206	3013	1
955	280	1
1263	1392	2
78	4206	1
1308	649	1
1952	5591	1
1433	5391	1
1750	727	10
311	1573	1
763	1095	1
472	4741	1
822	5354	2
914	2759	1
322	1500	1
1221	4038	1
1397	3422	1
705	3006	1
1985	5137	4
2009	2183	1
470	1500	1
171	871	6
2271	1251	1
1666	1096	1
1701	4541	1
1727	4811	1
356	368	1
356	986	19
227	185	1
269	1883	1
1646	3962	1
2181	2944	2
1076	2342	1
1161	4505	7
1968	526	1
1108	919	1
2204	1079	13
1908	4221	1
1416	4869	1
1049	2579	1
1581	5205	1
1174	1438	1
114	4249	5
578	1349	1
2027	378	1
2246	2001	1
2185	1437	1
1280	2280	1
1160	2997	3
1331	2089	2
611	4742	1
1820	1876	29
741	5455	1
1532	2811	2
84	2807	2
2212	5423	2
2116	4092	2
568	3768	1
313	2419	4
727	2719	1
1181	5232	1
1911	2573	2
1847	676	1
1429	179	3
859	4476	1
2190	4409	1
1096	3024	1
679	4304	1
1857	3898	1
629	5162	2
219	1974	3
609	1238	1
2122	1238	1
33	2810	1
1913	3358	1
620	2072	1
781	4263	1
1805	1354	1
1897	130	2
1670	2614	1
1927	3126	1
81	4413	1
1043	409	1
1192	4909	1
1400	5555	1
866	179	1
1575	4702	3
2199	4404	1
1409	2647	2
274	1472	1
1461	922	1
937	4950	1
1774	4637	29
399	2918	1
1709	613	2
2108	206	1
1117	3310	3
1565	3182	1
1001	4919	2
2185	5299	1
256	1960	1
216	1139	1
639	3969	1
2294	2459	1
2139	4547	1
470	3423	1
1623	38	2
976	4429	1
1710	2970	2
396	1954	1
761	3178	1
1436	3017	1
1910	1214	1
1796	3766	1
1023	986	1
780	363	1
1962	2113	10
1586	2393	1
753	3368	1
41	2541	1
103	4382	1
731	4194	1
2034	3845	1
2228	1497	1
457	5488	1
2134	353	1
1346	90	1
208	3727	1
1304	4014	2
81	5283	1
2315	3702	1
1058	658	4
1117	3857	1
1609	2630	1
2234	1096	1
1186	720	1
1999	2753	2
124	4082	1
631	942	1
535	2822	1
2259	5569	1
1501	947	3
4	4283	1
2297	4834	1
2171	3063	1
1325	3898	1
1704	4858	5
1108	2171	8
2312	3855	1
1616	140	1
1725	3294	12
2090	1263	1
388	1331	3
1430	2539	1
233	1051	1
1533	1527	1
428	4829	2
909	5220	5
269	1647	1
257	3561	1
329	4922	1
2045	1715	1
333	5032	1
940	4628	4
350	1549	1
1526	4647	1
900	4310	1
1644	2619	2
1599	3862	11
1336	1058	4
25	5445	1
747	4834	2
1108	2076	1
2135	3429	1
544	4608	2
1596	927	2
1129	1243	1
1997	1107	1
489	5137	1
1937	2720	1
1236	2476	1
470	5375	1
126	1588	1
605	4099	1
970	1327	1
710	1077	4
505	2896	2
1812	397	1
2285	1234	3
1601	4120	12
1241	69	1
1351	38	1
1101	5593	1
81	1726	1
646	1857	1
171	1441	2
1882	912	1
1474	1879	1
1430	2768	1
1389	123	6
2155	1209	8
1278	4979	1
505	4553	1
1529	4442	1
2185	2540	1
1456	1813	1
2223	1045	1
1688	2608	1
1185	5137	1
1893	4255	8
1930	1630	1
2009	4062	1
807	4114	1
1260	3041	1
1037	3131	1
809	2480	1
1304	4638	1
1339	4850	1
174	4401	2
860	2603	1
873	827	1
1367	3816	1
385	636	1
1848	1441	1
1831	3694	1
884	4742	1
1588	4296	1
2233	4445	1
780	682	1
1090	3406	1
336	4331	2
1465	3442	1
70	4495	1
1845	1772	1
2100	3122	1
1131	3972	1
360	1560	1
107	1251	1
1011	2071	2
970	1943	1
1307	3331	1
589	2463	1
345	300	2
81	2084	1
1962	4180	1
1991	1392	3
1775	256	1
2047	3579	13
924	1441	1
2112	1547	1
230	95	1
477	720	1
1815	5153	1
507	5215	1
1652	3976	1
100	2554	1
2020	3170	3
51	3059	1
1534	3797	1
1150	4936	1
1332	3542	1
792	3431	1
414	3269	1
227	2590	1
1514	936	1
592	791	1
1345	4660	1
1555	719	2
244	4922	1
63	662	1
1557	4287	1
2185	1842	2
364	3041	3
2264	2425	1
705	5161	1
1140	2021	5
322	4468	1
1295	4767	1
1940	300	1
1063	3163	1
2259	614	1
519	4211	2
519	3658	1
2213	5408	2
1566	3837	1
89	4431	1
2072	5326	1
2046	3640	1
818	3474	14
1584	2968	1
743	940	2
519	415	1
1396	2970	1
2259	4979	1
1430	4339	1
19	4614	1
925	4634	1
1948	5279	1
1289	4205	2
945	2780	1
1109	4585	1
1063	748	1
123	807	4
1528	3682	2
25	4257	1
842	2386	1
1636	5156	2
2226	2955	1
862	4742	1
591	5584	1
729	1415	1
487	1214	1
573	282	1
1928	4845	1
1661	456	1
1109	1757	4
1741	1238	1
719	402	1
739	4534	1
93	4159	1
429	2299	1
1149	130	1
1262	4767	1
1506	2113	1
1707	640	1
1732	4714	1
354	2001	8
1984	65	1
182	5009	1
866	4344	1
1621	4340	2
349	4959	1
228	4919	1
1837	1364	1
2258	3078	1
388	4817	1
2187	2614	1
973	3849	1
1165	1999	1
230	5436	8
388	5551	29
672	2084	1
2056	1249	3
872	3076	2
1853	2040	1
1676	3501	1
1734	2505	1
1484	3861	1
480	1352	1
1354	5324	1
1433	732	1
954	290	1
1729	1706	1
905	2247	1
2056	3168	1
1547	1238	11
1390	3041	1
1775	3071	2
54	5591	1
940	4701	1
1986	2618	1
987	5213	1
1451	3153	1
2293	3279	1
1156	4419	1
909	3642	1
1080	231	1
776	4641	1
680	3086	1
257	83	1
1649	104	2
997	3173	1
773	266	1
2234	4673	1
783	872	4
1186	2238	1
740	3609	1
1261	834	1
255	5367	1
1513	267	1
515	2695	1
2116	5345	1
82	4966	2
2132	3972	3
1621	1499	1
784	844	1
2056	1557	9
1300	1840	1
330	4285	1
1960	4078	1
345	4508	1
1671	5324	1
954	2269	3
2138	3572	1
2309	3970	1
174	2195	1
556	1608	2
1706	2717	1
409	1779	1
696	1081	1
2233	1460	1
481	3391	1
254	415	2
2204	186	1
2246	805	1
2189	285	1
1892	1608	1
747	2155	1
351	1500	1
1191	5239	1
1273	387	1
1401	4465	1
38	4905	1
423	415	1
41	2754	1
1463	629	1
322	1331	1
2095	3697	1
1388	1048	1
968	2727	1
869	1010	1
1681	1251	1
241	5591	5
99	1789	1
1339	144	1
1955	2872	1
1955	3699	1
1209	38	1
2025	5289	1
2300	1638	1
1910	3256	2
1221	1789	1
1530	2758	13
664	3033	6
2108	3018	2
2317	3030	1
1451	5519	1
1030	3859	3
494	3423	1
1547	4459	1
1704	1631	1
194	3178	1
1835	327	2
1091	1052	1
2027	4271	1
439	2883	2
2100	2336	1
221	4963	5
897	5561	1
2119	4680	1
619	38	1
2289	1425	1
1847	1769	2
69	2970	1
341	1419	1
2090	3168	1
454	2419	2
2186	4558	2
1307	2811	1
238	1333	1
926	1670	1
1238	4742	1
898	2419	1
152	1950	1
2305	1048	1
1950	3001	1
1389	231	2
2064	4221	1
1607	3608	1
1109	293	5
761	2065	10
2089	1645	1
1448	2167	1
196	4634	1
888	2836	1
488	625	1
567	2489	1
872	606	1
1370	613	1
240	4786	5
2317	4136	2
1887	3143	1
345	4702	1
1011	3122	13
2067	365	1
2185	2795	1
1791	1789	1
1578	1683	1
2287	2033	1
1444	2330	2
2246	919	1
1193	1592	1
1888	3902	1
2185	906	1
1354	3346	1
563	3211	1
1651	3546	1
1049	2001	2
823	2679	1
1405	1392	1
