0	6
0	35
0	45
0	46
0	7
1	2
1	73
1	81
1	60
1	118
1	114
1	69
1	67
1	92
2	192
2	175
2	154
2	198
2	171
2	208
2	186
2	148
4	231
4	274
4	211
4	250
4	286
4	230
4	300
4	313
4	299
4	302
4	312
5	190
5	250
5	325
5	211
5	348
5	332
5	339
5	351
5	254
7	393
7	333
8	463
8	419
8	227
8	441
8	407
8	209
8	428
8	263
8	404
8	417
8	167
8	372
8	262
9	213
9	406
9	486
9	145
10	14
10	259
11	501
11	507
12	526
12	536
12	513
12	514
13	378
13	565
13	559
13	70
13	566
13	409
14	575
14	92
15	551
15	229
15	78
15	636
15	596
15	613
15	103
15	605
15	314
15	626
15	585
15	609
15	611
16	649
16	646
16	642
17	210
17	142
17	761
17	707
17	557
17	666
17	143
17	348
17	141
17	677
17	231
17	768
17	667
17	236
17	213
17	715
17	708
17	689
18	795
18	32
18	781
18	800
18	648
18	835
18	811
18	244
18	784
18	491
18	425
19	337
19	148
19	256
19	215
19	394
19	257
19	864
19	868
20	337
20	422
20	888
21	769
21	891
22	906
22	334
22	158
22	222
22	315
22	908
23	657
23	924
23	926
24	1071
24	1045
24	911
24	1007
24	586
24	1091
24	589
24	334
24	1031
24	1081
24	591
24	1028
24	1006
24	982
24	1094
24	1048
24	1059
24	182
24	1097
24	972
24	319
24	1038
24	1033
24	1019
24	27
24	1040
24	101
24	933
24	1022
25	319
25	57
25	1129
25	1133
25	158
25	1126
26	1139
26	1136
27	1150
27	1152
28	1169
28	1159
28	77
28	1165
28	586
29	1174
29	546
30	1194
30	1203
30	213
30	801
30	1210
30	1179
31	196
31	454
31	719
31	341
31	203
31	229
31	1117
31	245
31	1216
32	1133
32	235
32	613
32	1242
32	309
32	1236
32	1240
34	213
34	78
34	675
34	479
34	51
34	551
34	1267
34	79
35	721
35	107
35	56
35	1405
35	1296
35	329
35	1356
35	1328
35	1453
35	1427
35	1411
35	671
35	207
35	1419
35	756
35	1364
35	795
35	829
35	1339
35	539
35	332
35	1351
35	1425
35	1396
35	59
35	66
35	1407
35	363
35	708
35	1459
35	1312
35	340
35	353
35	1329
35	755
35	1404
36	136
36	323
38	635
38	412
38	159
38	262
38	1509
38	686
38	169
38	1585
38	721
38	1552
38	541
38	142
38	1546
38	204
38	58
38	365
38	801
38	149
38	259
38	1517
38	245
38	1521
38	57
38	324
38	310
38	1537
38	345
38	710
38	1529
38	709
38	1551
38	1593
38	304
38	144
38	1487
38	1412
38	514
38	276
38	92
38	729
38	625
38	1508
39	415
39	1282
40	259
40	195
40	308
41	541
41	704
41	311
41	160
41	252
41	542
42	1617
42	1623
43	1624
43	482
45	376
45	323
45	791
45	989
46	340
46	224
46	419
46	1642
47	143
47	121
47	1661
47	212
47	101
47	1651
47	1652
47	412
47	648
47	1667
47	414
48	1678
48	1669
49	317
49	1113
49	259
49	307
49	308
49	1407
49	1418
49	224
49	607
49	425
49	132
49	214
50	1689
50	224
51	446
51	1771
51	1742
51	180
51	1749
51	190
51	587
51	1723
51	178
51	1748
51	940
51	333
51	1697
51	717
51	1743
51	589
51	663
51	418
51	1746
51	149
51	196
51	161
51	387
51	316
51	158
52	1621
52	1777
53	1627
53	1825
53	178
53	344
53	1827
53	379
53	1805
53	1090
53	284
53	1806
53	1227
53	314
53	1813
53	1836
54	1344
54	1419
54	1598
54	1859
54	1375
54	1854
54	329
54	310
55	1870
55	1850
57	70
57	1814
57	221
58	501
58	142
59	158
59	731
60	519
60	213
60	770
61	1223
61	746
61	1889
61	307
61	869
61	202
61	259
61	514
61	14
62	190
62	1922
62	807
62	1543
62	1918
62	1919
62	717
